path_to_image,label,predicted_vector,predicted_label
./data/processed/1726417351_70_15_15_42/train/B6/Image_142126.jpg,2,"[[-4.782472610473633, -2.8948349952697754, 6.773797988891602], [-5.286792755126953, -1.3755300045013428, 5.016135215759277], [-6.977836608886719, -1.961296558380127, 6.443177223205566], [-6.968179702758789, -3.073730945587158, 7.678671836853027], [-5.686685085296631, -3.912970542907715, 8.160820007324219], [-6.54417085647583, -0.5291656851768494, 4.598937511444092], [-2.680215835571289, -0.6824339032173157, 2.4011600017547607], [-4.471561431884766, -4.45196008682251, 7.8086042404174805], [-7.197348117828369, -3.442730188369751, 8.654727935791016], [-2.9868171215057373, -2.5760436058044434, 4.493322372436523], [-5.420924663543701, -0.062155626714229584, 3.362039804458618], [-5.699244499206543, -0.5847750902175903, 4.309325218200684], [-5.275419235229492, 2.356116771697998, 0.37507322430610657]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113268665625_8e83c071c6971cad482d3a4dfc5a5505.jpg,2,"[[-4.5832390785217285, -2.82704758644104, 6.753664493560791], [-8.026561737060547, -1.1879295110702515, 6.545466423034668], [-5.914360046386719, -2.6806678771972656, 6.99403715133667], [-4.451177597045898, -3.691178321838379, 6.549971580505371], [-7.904699325561523, -0.5474356412887573, 6.31941032409668], [-4.041473865509033, -0.3262040317058563, 3.5259652137756348], [-4.975826263427734, -1.2632524967193604, 5.283028602600098], [-7.221738815307617, 0.5786224007606506, 4.167301654815674], [-8.16043758392334, 0.25578978657722473, 5.409736633300781], [-7.410209655761719, -1.314698338508606, 6.742732048034668], [-6.7677106857299805, -1.7855340242385864, 6.947023391723633], [-6.541353225708008, -0.4442293345928192, 5.148470401763916], [-6.691291332244873, -2.1464858055114746, 6.093428134918213]]",2
./data/processed/1726417351_70_15_15_42/train/B6/Image_142010.jpg,2,"[[-6.337594509124756, -3.830411672592163, 8.549480438232422], [-5.83707332611084, -1.8697201013565063, 5.063588619232178], [-3.6791703701019287, -1.698553204536438, 3.8116111755371094], [-5.819178104400635, -1.518070101737976, 5.484814167022705], [-11.345329284667969, -0.4742177724838257, 8.31194019317627], [-3.9095325469970703, -1.5117501020431519, 3.302394151687622], [-6.185698986053467, -2.5357844829559326, 5.986076831817627], [-3.0701351165771484, -3.9041178226470947, 6.258050918579102], [-10.99833869934082, -0.37952032685279846, 8.462967872619629], [-4.921880722045898, -5.577698707580566, 7.967134952545166], [-7.041260719299316, -2.335507869720459, 5.918087959289551], [-8.435159683227539, -3.2220468521118164, 9.043198585510254], [-9.584490776062012, -1.2003707885742188, 8.228165626525879]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113195133414_609d929fcf9d6f47834c2d69a60042a4.jpg,2,"[[-7.576414108276367, -3.8859384059906006, 9.60782527923584], [-8.250402450561523, -2.3737213611602783, 7.7588090896606445], [-5.7819013595581055, -2.4469552040100098, 6.007960319519043], [-8.802713394165039, -3.9124014377593994, 9.808055877685547], [-6.921886920928955, -2.5462160110473633, 6.661443710327148], [-5.158746719360352, -2.855792760848999, 6.708340167999268], [-4.724249839782715, -3.0952329635620117, 6.407956600189209], [-6.232021331787109, -4.66897439956665, 8.671791076660156], [-5.710198879241943, -2.949073314666748, 6.276556015014648], [-7.145216941833496, -3.4836061000823975, 7.993025302886963], [-5.896618843078613, -2.349100351333618, 5.996674537658691], [-6.27658748626709, -2.6244349479675293, 6.210465908050537], [-8.007040977478027, 0.2352827787399292, 5.164892673492432]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113267157066_18e80a2fb8352edf47aec3b9b9102ead.jpg,2,"[[-4.019853591918945, -0.9788768291473389, 4.380287170410156], [-4.015388011932373, -0.9209171533584595, 3.249492883682251], [-5.615826606750488, -3.271206855773926, 6.062251567840576], [-4.447659492492676, -1.3418186902999878, 3.9727017879486084], [-4.940466403961182, 0.31752172112464905, 2.2247872352600098], [-5.05938196182251, -2.577880620956421, 6.251650333404541], [-7.037323474884033, -1.9454525709152222, 7.143386363983154], [-6.064410209655762, 0.7585514783859253, 4.13510799407959], [-5.8447418212890625, -1.8532882928848267, 5.802003383636475], [-4.582599639892578, -1.5002726316452026, 4.56905460357666], [-2.9403884410858154, 0.3059571087360382, 2.011101484298706], [-6.053933620452881, -4.250414848327637, 7.820219993591309], [-5.853330612182617, -0.7844952940940857, 3.9239823818206787]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113264314587_a44fac0921eff3e0b43fced92d16db4a (1).jpg,2,"[[-3.837428092956543, -2.49617075920105, 5.37747049331665], [-3.0408241748809814, -1.4936531782150269, 4.142577648162842], [-3.2344579696655273, -2.1187639236450195, 4.982332229614258], [-3.9702470302581787, -0.9875170588493347, 4.394795894622803], [-4.5768842697143555, -1.5050177574157715, 5.273843288421631], [-2.277202844619751, -3.4461119174957275, 5.663754940032959], [-2.981299877166748, -3.16343355178833, 6.181323528289795], [-1.707881212234497, -1.521319031715393, 3.5683465003967285], [-2.7899575233459473, -1.442704677581787, 3.8494057655334473], [-2.800441265106201, -1.816236138343811, 4.584895610809326], [-3.2467105388641357, -1.6547905206680298, 4.714749813079834], [-1.0601272583007812, -2.9890010356903076, 4.307372570037842], [-3.996715784072876, -1.5203906297683716, 4.97297477722168]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113188112668_7b2a7e860ba283deb27944de0eed8c3e.jpg,2,"[[-6.635138511657715, -0.6050918102264404, 5.029242992401123], [-6.235326766967773, -0.36336788535118103, 4.317473411560059], [-7.061321258544922, -0.15022209286689758, 4.375487327575684], [-9.433262825012207, -0.17423124611377716, 6.092837333679199], [-6.6083526611328125, -0.7528478503227234, 4.318196773529053], [-6.867657661437988, -1.2079896926879883, 5.609406471252441], [-6.290002346038818, 0.44437557458877563, 4.081160545349121], [-8.493402481079102, -1.4837204217910767, 7.025923252105713], [-7.395087242126465, -2.2939867973327637, 6.651378631591797], [-5.689274311065674, -0.16833609342575073, 4.158147811889648], [-6.393975734710693, -0.20306165516376495, 4.5719313621521], [-6.588953018188477, -3.502108573913574, 7.010957717895508], [-6.146516799926758, -2.977822780609131, 6.395997047424316]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z4872672006364_193095ccc865b1a387a4b53164b23e82.jpg,2,"[[-1.7828023433685303, -2.1962761878967285, 3.7337915897369385], [-5.722012519836426, -5.288050174713135, 8.598103523254395], [-2.475328207015991, -3.232769250869751, 4.307640075683594], [-6.25562858581543, -3.253986120223999, 6.925724029541016], [-7.001051902770996, -4.066893100738525, 8.216591835021973], [-5.635976791381836, -2.50748872756958, 6.191822528839111], [-5.578578948974609, -3.5372157096862793, 6.643621921539307], [-3.848309278488159, -2.1096858978271484, 4.587189674377441], [-6.315248489379883, -6.119635581970215, 9.823115348815918], [-4.075446605682373, -3.5038959980010986, 6.011555194854736], [-6.869232177734375, -3.069286584854126, 7.102786540985107], [-7.005115509033203, -3.294743061065674, 7.984050750732422], [-5.8206634521484375, -4.524414539337158, 7.866987228393555]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113206881991_dbc3759014ac7c267925dfdd4dfc840d.jpg,2,"[[-7.2091779708862305, 0.9132757782936096, 3.3498668670654297], [-12.268461227416992, 3.1692404747009277, 4.688470840454102], [-7.8997931480407715, 2.8334875106811523, 2.593536376953125], [-10.124780654907227, 2.2421650886535645, 3.7038493156433105], [-9.341981887817383, 4.239014625549316, 1.6047793626785278], [-8.554155349731445, 1.8209859132766724, 2.9883840084075928], [-11.190388679504395, 1.827426791191101, 5.062840938568115], [-6.73050594329834, 3.8992109298706055, 0.6731568574905396], [-13.556602478027344, 1.0014240741729736, 7.532738208770752], [-9.58985710144043, 2.8056087493896484, 2.4791452884674072], [-11.505475044250488, 2.009981393814087, 4.8277058601379395], [-11.549748420715332, 0.5632240772247314, 6.699850559234619], [-7.358475208282471, 2.781254291534424, 1.3235936164855957]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113189423629_36d2ef06f4678a23a06eee614f11e6f2.jpg,2,"[[-6.06640625, 1.9372931718826294, 2.791307210922241], [-11.00463581085205, 4.5502214431762695, 2.725895404815674], [-6.905521392822266, 3.3230013847351074, 1.4394207000732422], [-6.8128509521484375, 4.128403663635254, 0.7354000806808472], [-5.395505428314209, 0.7439289093017578, 3.208587884902954], [-6.772243499755859, 2.6406776905059814, 1.9855537414550781], [-7.954291820526123, 3.3869519233703613, 2.2269632816314697], [-5.612573623657227, 1.2423979043960571, 3.0078890323638916], [-3.353480339050293, 2.1223955154418945, 0.5767046213150024], [-6.737423896789551, 4.573892116546631, 0.10258596390485764], [-6.306550979614258, 4.098508358001709, 0.5689636468887329], [-6.140133857727051, 3.0897369384765625, 1.3640865087509155], [-5.686470031738281, 0.3828730285167694, 3.0500879287719727]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113274394494_0e9a0bfa509de44e8f77719ca7857ea1.jpg,2,"[[-3.8936023712158203, -1.9220659732818604, 5.312997341156006], [-8.943246841430664, 0.6299788951873779, 4.929232597351074], [-8.530996322631836, 0.5184016823768616, 4.807744979858398], [-9.679819107055664, 2.347228527069092, 3.8968052864074707], [-8.307595252990723, -2.4128589630126953, 7.219775676727295], [-10.146486282348633, -0.6756075024604797, 6.813238620758057], [-9.509398460388184, 0.8830682039260864, 5.959307670593262], [-6.058086395263672, -3.055535316467285, 8.012201309204102], [-10.530116081237793, -0.6044796705245972, 8.508498191833496], [-8.736469268798828, 0.4464477598667145, 5.021376609802246], [-7.3027520179748535, 1.7078155279159546, 3.8597729206085205], [-6.719494342803955, -0.41280779242515564, 5.924402713775635], [-9.28772258758545, -2.6255507469177246, 8.80396842956543]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113188081196_d02c6c56410bbedf32193f10feeca043.jpg,2,"[[-6.972850799560547, -2.431612253189087, 7.703487873077393], [-6.412371635437012, 1.994167447090149, 2.7510247230529785], [-7.055074691772461, -1.6492730379104614, 6.890125274658203], [-8.21535587310791, -0.2924177348613739, 6.1871562004089355], [-7.1920270919799805, -0.32915762066841125, 4.997583389282227], [-3.7951600551605225, -0.6804673671722412, 3.3478217124938965], [-5.549027919769287, 0.18266943097114563, 4.28154182434082], [-3.5452003479003906, -0.6535234451293945, 3.8751649856567383], [-6.612604141235352, -2.828845977783203, 8.01764965057373], [-2.5252251625061035, -0.05712559074163437, 1.6691259145736694], [-3.140740394592285, -0.8626611828804016, 2.8298487663269043], [-5.299455642700195, -1.9484291076660156, 5.668970108032227], [-3.688725233078003, -1.2342809438705444, 3.6750988960266113]]",2
./data/processed/1726417351_70_15_15_42/train/B6/Image_142267.jpg,2,"[[-6.355800628662109, -4.762814044952393, 10.401930809020996], [-10.822054862976074, -1.5676227807998657, 8.891752243041992], [-7.7257490158081055, -2.43487286567688, 8.762179374694824], [-7.6156744956970215, -2.265338182449341, 7.871594429016113], [-7.052894592285156, -3.1599249839782715, 8.891693115234375], [-5.856212139129639, -4.534524917602539, 9.022381782531738], [-7.416940689086914, -1.8933004140853882, 7.628625392913818], [-6.068464279174805, -3.2506203651428223, 7.825108528137207], [-7.287581443786621, -5.6007080078125, 11.091838836669922], [-8.268156051635742, -3.852585554122925, 9.320673942565918], [-9.523248672485352, -0.7444055676460266, 7.436430931091309], [-9.721626281738281, -1.4271730184555054, 8.267163276672363], [-10.996521949768066, 1.5321098566055298, 6.3269734382629395]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z4998248464511_767c044771920ec1a1719659378e0eef.jpg,2,"[[-4.693090438842773, -1.9428573846817017, 5.9147868156433105], [-3.9702341556549072, 1.0944403409957886, 0.8843283653259277], [-3.282121419906616, -1.762095332145691, 3.531999111175537], [-4.3810529708862305, -1.7676433324813843, 4.104018688201904], [-5.0174360275268555, -0.6268706321716309, 3.30629563331604], [-2.714825391769409, -1.3022123575210571, 2.464175224304199], [-5.137146949768066, -1.056289792060852, 5.1981425285339355], [-4.027822494506836, -3.390519380569458, 6.129374027252197], [-6.70532751083374, -1.1766892671585083, 5.069016933441162], [-5.326772212982178, 1.1876546144485474, 1.4083600044250488], [-3.8089940547943115, -1.7560884952545166, 4.086452007293701], [-4.970734119415283, -3.632640838623047, 6.7496418952941895], [-3.8939623832702637, -1.2941837310791016, 3.317692756652832]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113271197741_62c7bf0083e8819a551cad33b5f1795b.jpg,2,"[[-4.431214332580566, -3.2753095626831055, 7.254427433013916], [-7.9298996925354, -1.727877140045166, 8.362382888793945], [-5.557168006896973, -2.1370978355407715, 6.879929542541504], [-6.161800861358643, -1.3157047033309937, 6.5283026695251465], [-2.533742666244507, -1.6834388971328735, 4.133735179901123], [-6.783027172088623, -3.1242480278015137, 8.62502384185791], [-5.785844326019287, -3.7425081729888916, 8.970060348510742], [-8.122451782226562, -2.261641263961792, 8.43265151977539], [-7.41858434677124, -1.955635905265808, 7.944606304168701], [-7.329269886016846, -3.6281561851501465, 9.831950187683105], [-6.799733638763428, -4.092235088348389, 9.529407501220703], [-5.893939971923828, -4.980289936065674, 9.879487991333008], [-6.768111228942871, -3.18888521194458, 8.407463073730469]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z4995278495937_dcdd782de7d56ba2760846249abe6b49.jpg,2,"[[-8.99099063873291, -3.1286120414733887, 9.331127166748047], [-5.510080814361572, -2.1425845623016357, 5.588155746459961], [-5.537243366241455, -1.9634758234024048, 6.229506969451904], [-5.057349681854248, -2.108691692352295, 5.407212257385254], [-2.7062673568725586, -3.335254669189453, 4.6521759033203125], [-4.755369663238525, -3.4236130714416504, 6.380209922790527], [-6.60111665725708, -1.8000668287277222, 6.482865333557129], [-6.360745429992676, -4.126241207122803, 8.325422286987305], [-1.1604621410369873, -2.2669005393981934, 2.6384055614471436], [-4.669086456298828, -3.880009651184082, 6.4592366218566895], [-7.1846394538879395, -0.0016666287556290627, 4.76914119720459], [-8.377217292785645, -2.2593626976013184, 7.898165702819824], [-2.8165805339813232, -2.9253859519958496, 4.415762424468994]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113274864941_a38b1403f6ac5997d12b86438218bdf1.jpg,2,"[[-3.834439516067505, -5.4832305908203125, 9.01681137084961], [-4.011738300323486, -3.817591667175293, 6.682414531707764], [-1.3996925354003906, -3.744910478591919, 4.981821537017822], [-3.42513108253479, -2.405548095703125, 4.899502277374268], [-5.609189987182617, -0.7893207669258118, 3.9683690071105957], [-3.54443097114563, -3.9864494800567627, 6.174516677856445], [-1.6537690162658691, -4.559464454650879, 5.724980354309082], [-3.2911739349365234, -2.755476474761963, 4.778473377227783], [-4.49666690826416, -1.8173824548721313, 4.596508502960205], [-7.262763023376465, -0.6658316850662231, 4.721615791320801], [-4.605043411254883, -3.12467360496521, 6.123758792877197], [-2.264124631881714, -4.6465044021606445, 5.881150722503662], [-3.6924617290496826, -2.8551831245422363, 4.274322509765625]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z4984915103018_d708cbf20f89ccdf6ec578061638d86f.jpg,2,"[[-3.8936023712158203, -1.9220659732818604, 5.312997341156006], [-8.943246841430664, 0.6299788951873779, 4.929232597351074], [-8.530996322631836, 0.5184016823768616, 4.807744979858398], [-9.679819107055664, 2.347228527069092, 3.8968052864074707], [-8.307595252990723, -2.4128589630126953, 7.219775676727295], [-10.146486282348633, -0.6756075024604797, 6.813238620758057], [-9.509398460388184, 0.8830682039260864, 5.959307670593262], [-6.058086395263672, -3.055535316467285, 8.012201309204102], [-10.530116081237793, -0.6044796705245972, 8.508498191833496], [-8.736469268798828, 0.4464477598667145, 5.021376609802246], [-7.3027520179748535, 1.7078155279159546, 3.8597729206085205], [-6.719494342803955, -0.41280779242515564, 5.924402713775635], [-9.28772258758545, -2.6255507469177246, 8.80396842956543]]",2
./data/processed/1726417351_70_15_15_42/train/B6/Image_142157.jpg,2,"[[-5.750061988830566, -4.488945484161377, 9.346570014953613], [-7.45820426940918, -1.662603497505188, 6.454435348510742], [-8.048759460449219, -2.224494218826294, 7.740401268005371], [-8.214433670043945, -0.9881856441497803, 6.545192718505859], [-2.869839668273926, -0.2278851866722107, 1.8924416303634644], [-10.91738224029541, -2.205420970916748, 8.693242073059082], [-7.177867889404297, -1.8697209358215332, 7.270658493041992], [-7.681232929229736, -1.5073609352111816, 7.330104351043701], [-8.122279167175293, 0.913883626461029, 4.5116376876831055], [-3.7400777339935303, -0.9215965270996094, 2.790900707244873], [-9.617484092712402, -1.2116470336914062, 6.8099751472473145], [-6.9576568603515625, 0.8076076507568359, 3.6384353637695312], [-8.221491813659668, 1.11264967918396, 4.1956939697265625]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113195112562_72935f7a9d5b6e7c20c6c174d9f00566.jpg,2,"[[-0.762497067451477, -2.1741783618927, 3.143812894821167], [-1.1763536930084229, -2.029501438140869, 2.8961219787597656], [-1.1678187847137451, -2.9836487770080566, 3.830169200897217], [-0.46765923500061035, -2.6696717739105225, 3.174712657928467], [-1.622436285018921, -2.017712116241455, 3.519258737564087], [-0.047841839492321014, -2.447263717651367, 2.7679450511932373], [-0.9482715725898743, -2.0899782180786133, 2.989896297454834], [0.6886009573936462, -2.7839884757995605, 2.5962350368499756], [-0.8508912920951843, -1.403058409690857, 1.6688625812530518], [0.8522821068763733, -3.3618483543395996, 2.404811143875122], [4.353229999542236, -4.014956951141357, -0.35037824511528015], [0.11829566210508347, -2.0777482986450195, 2.073767900466919], [0.524603009223938, -1.2760776281356812, 0.01619136333465576]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113270116963_abba2e8f80168891fd93768d7817702c.jpg,2,"[[-1.9975337982177734, -0.9472528100013733, 1.3661199808120728], [-2.4641923904418945, -1.8514894247055054, 3.507981538772583], [-1.675538182258606, -2.476864814758301, 3.046351671218872], [-3.6808197498321533, -2.7503585815429688, 6.073034763336182], [-1.1726990938186646, -0.17778068780899048, 0.5609660744667053], [-2.590787410736084, -1.505651593208313, 3.7072553634643555], [-3.1379802227020264, -0.9361353516578674, 2.9448978900909424], [-1.2529067993164062, -2.8982205390930176, 4.192624568939209], [-1.2191450595855713, -2.533780574798584, 3.099163293838501], [-3.6131584644317627, -2.3696413040161133, 4.9962077140808105], [-1.7080541849136353, 2.1924855709075928, -0.9050037860870361], [-0.9985645413398743, 0.9096821546554565, -0.1329594850540161], [-2.865687131881714, -2.4776949882507324, 4.759961128234863]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113665121965_55c7aff1da40d1fab2ca6f41f551ca1f.jpg,2,"[[-5.5641374588012695, -2.3259661197662354, 7.031321048736572], [-5.489272117614746, -0.7092654705047607, 4.121056079864502], [-7.406626224517822, 0.17463059723377228, 5.764130592346191], [-7.281771659851074, 1.015945315361023, 4.884346008300781], [-7.64802885055542, 4.266211032867432, 1.18965744972229], [-6.16937780380249, 0.0019455617293715477, 5.0088276863098145], [-8.161681175231934, 1.80120050907135, 4.020082473754883], [-5.953451156616211, 0.1286613643169403, 4.967773914337158], [-6.4037909507751465, 0.40781381726264954, 5.776492118835449], [-8.014565467834473, 0.6101441383361816, 4.358015537261963], [-6.707833290100098, 0.42632460594177246, 4.637540817260742], [-6.419236660003662, 1.9182746410369873, 3.0454108715057373], [-7.895013809204102, 3.1875805854797363, 2.1563477516174316]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113201344115_ecc94dd3c6d80a33d132d9b967959ac0.jpg,2,"[[-4.891233444213867, -5.858453750610352, 8.708171844482422], [-1.6059370040893555, -4.5658087730407715, 5.406956195831299], [-1.9270659685134888, -4.7350382804870605, 5.560810089111328], [0.5910884737968445, -5.166468143463135, 3.6788382530212402], [-1.299494981765747, -5.394754409790039, 5.4778289794921875], [-1.8307604789733887, -5.350020408630371, 6.242582321166992], [-2.6388099193573, -5.490890026092529, 7.068867206573486], [-2.136340379714966, -3.262739896774292, 4.3180832862854], [-2.29368257522583, -5.146111488342285, 6.107963562011719], [-1.956576943397522, -5.797468662261963, 6.87465238571167], [-1.8695948123931885, -5.873458385467529, 6.87284517288208], [-0.8388116955757141, -5.199435234069824, 5.229279518127441], [-1.6955610513687134, -6.5312676429748535, 6.730956077575684]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z4975865893215_5af0ad7eba6a5a06b30c53a7b65cb841.jpg,2,"[[-4.438126564025879, -4.878496170043945, 8.942536354064941], [-1.7591029405593872, -5.343016624450684, 6.337442874908447], [-4.581017017364502, -3.2067127227783203, 6.733334064483643], [-8.378180503845215, -0.5324976444244385, 6.743109226226807], [-9.85989761352539, -3.345552682876587, 9.33544921875], [-3.3856189250946045, -4.228865623474121, 6.707702159881592], [-2.6311304569244385, -4.189849376678467, 6.316005706787109], [-2.1592600345611572, -3.1080193519592285, 5.048244953155518], [-8.00270938873291, -0.5914074778556824, 6.019595146179199], [-4.746562480926514, -4.157088279724121, 7.17925500869751], [-4.0286407470703125, -2.6013569831848145, 5.519898891448975], [-3.41668701171875, -3.607260227203369, 6.048501968383789], [-3.3756353855133057, -2.781785011291504, 5.4782915115356445]]",2
./data/processed/1726417351_70_15_15_42/train/B6/Image_142233.jpg,2,"[[-6.694576263427734, -3.961796998977661, 9.725778579711914], [-7.831714153289795, -2.255117177963257, 7.223499774932861], [-9.027944564819336, -0.20896115899085999, 6.256855487823486], [-5.845747947692871, 1.8008049726486206, 2.795414686203003], [-7.298142433166504, -1.6920373439788818, 6.3762006759643555], [-7.170245170593262, -3.5749425888061523, 7.867206573486328], [-7.838473796844482, -1.70403254032135, 7.707995414733887], [-4.1967034339904785, -2.902057647705078, 6.27131986618042], [-7.296635150909424, -1.574533462524414, 6.30479097366333], [-12.246692657470703, -3.572176933288574, 11.340867042541504], [-10.513351440429688, 0.8311600089073181, 6.783094882965088], [-7.867706298828125, 0.21680617332458496, 5.6654767990112305], [-9.436638832092285, 0.7096013426780701, 5.767850399017334]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113269291539_fd187f05bb31125de248efbb1cdc23cc.jpg,2,"[[-5.166325569152832, -1.9457974433898926, 4.988957405090332], [-6.7403459548950195, -2.3066861629486084, 6.923211097717285], [-5.716413974761963, -2.5613086223602295, 5.901212215423584], [-4.744406700134277, -1.3642042875289917, 3.7462241649627686], [-1.4253439903259277, -2.943932294845581, 2.5790271759033203], [-8.445908546447754, -1.9055843353271484, 7.202688694000244], [-8.532913208007812, -2.1449549198150635, 8.082398414611816], [-7.1187591552734375, 0.5058275461196899, 3.7891316413879395], [-8.846129417419434, 0.38078588247299194, 4.823766231536865], [-6.826473712921143, -2.5557546615600586, 7.0258941650390625], [-10.745019912719727, -2.0188252925872803, 8.967035293579102], [-4.030299186706543, -4.393511772155762, 5.405327796936035], [-7.383493423461914, 0.14382383227348328, 3.376572370529175]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113270226169_5a23cc4b92e539e84d1084dd7480a9b9.jpg,2,"[[-3.7582969665527344, 0.6616891026496887, 2.0228500366210938], [2.8704833984375, -4.5110249519348145, 2.0656239986419678], [1.274553894996643, -3.7483623027801514, 2.301525831222534], [-0.33735159039497375, -2.0665817260742188, 2.11419415473938], [0.7381110191345215, -2.9565820693969727, 2.303708791732788], [-2.3221945762634277, -0.6494545340538025, 1.2746349573135376], [-3.0123448371887207, -0.35478273034095764, 1.528801441192627], [2.0190086364746094, -2.2900469303131104, -0.14157815277576447], [3.326650619506836, -4.531491756439209, 1.105644941329956], [-2.9444005489349365, 2.222604274749756, -0.8200663328170776], [-5.248906135559082, -3.1477479934692383, 6.650171756744385], [-0.5020248889923096, -3.1217241287231445, 3.3495562076568604], [0.5023437142372131, -1.7899930477142334, 0.8447536826133728]]",2
./data/processed/1726417351_70_15_15_42/train/B6/Image_142213.jpg,2,"[[-7.509707927703857, -3.3502230644226074, 8.618130683898926], [-6.444586753845215, 0.6724415421485901, 2.838716983795166], [-6.067662715911865, 0.8785263299942017, 3.776494026184082], [-4.565777778625488, -0.430085152387619, 3.5743706226348877], [-6.78100061416626, 0.5975301265716553, 4.027596473693848], [-5.144388198852539, -0.08940590173006058, 3.3164234161376953], [-6.149182319641113, -3.822902202606201, 8.360113143920898], [-5.51483678817749, -3.1568052768707275, 7.064029693603516], [-6.886720180511475, -2.31656551361084, 7.390606880187988], [-5.978949069976807, -1.7594258785247803, 5.302316188812256], [-6.560344219207764, -1.8618884086608887, 6.767050266265869], [-6.295705318450928, -0.6599211692810059, 4.777495384216309], [-5.9389190673828125, -2.24416184425354, 5.814902305603027]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113186948501_472ba6824a1d68b2a6df9466e0ca38bc.jpg,2,"[[-7.251925945281982, -2.6059610843658447, 6.880213737487793], [-5.490139007568359, 0.23788949847221375, 3.5949320793151855], [-6.706072807312012, -1.3060625791549683, 5.612448215484619], [-7.861496448516846, -2.1103248596191406, 6.911727428436279], [-6.324300289154053, 0.5427616238594055, 3.6202831268310547], [-6.2023515701293945, -0.6898396015167236, 4.663071632385254], [-7.634661674499512, 0.4655699133872986, 4.619887351989746], [-6.454508304595947, 1.9281216859817505, 2.2728958129882812], [-6.897787094116211, -0.8457162976264954, 5.7654852867126465], [-3.596885919570923, -2.579564094543457, 4.343385219573975], [-5.2628936767578125, -1.6629191637039185, 5.014231204986572], [-5.387120723724365, 1.0770769119262695, 3.0065689086914062], [-5.603819847106934, -0.8405078053474426, 4.964920520782471]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113193028196_deb41445c26772bc5a12a794f7a44743.jpg,2,"[[-4.077104091644287, -1.6311277151107788, 3.821481704711914], [-4.723524570465088, -3.2010059356689453, 6.323732376098633], [-4.808027267456055, -0.4999767243862152, 3.4295542240142822], [-7.207735061645508, -3.8502469062805176, 8.00450325012207], [-10.55158519744873, -3.1263656616210938, 8.581305503845215], [-6.161219596862793, -2.317178726196289, 5.01474666595459], [-6.592231750488281, -3.3498218059539795, 7.599981784820557], [-8.486680030822754, -0.516200602054596, 6.1116414070129395], [-6.008808612823486, -3.0146350860595703, 6.976167678833008], [-5.7307305335998535, -2.811532735824585, 6.098187446594238], [-5.272143363952637, -3.2218542098999023, 6.304386138916016], [-5.4097676277160645, -3.7175633907318115, 6.978787422180176], [-6.052160263061523, -2.3233160972595215, 6.031707763671875]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113630668160_e408aa14b004a8fa3a6008e8b748ab5b.jpg,2,"[[-7.573491096496582, -1.472661018371582, 6.515373229980469], [-3.3883705139160156, -0.18608972430229187, 2.4293603897094727], [-8.868752479553223, 0.6462644338607788, 5.548585891723633], [-10.182466506958008, 2.207021474838257, 4.459038257598877], [-2.8609213829040527, 0.04126442223787308, 1.8324670791625977], [-10.653463363647461, 3.7779738903045654, 2.536062240600586], [-8.308170318603516, 2.3409059047698975, 3.659607410430908], [-7.301661491394043, 1.9413745403289795, 3.2275288105010986], [-8.776044845581055, 2.285919189453125, 3.396162509918213], [-9.526247024536133, 3.5326902866363525, 2.969054937362671], [-7.422839641571045, -0.2551209628582001, 4.8572258949279785], [-7.683902263641357, 1.954926609992981, 2.885042905807495], [-5.468204975128174, -0.5838147401809692, 3.8793184757232666]]",2
